blax,blay,blaz,trax,tray,traz,ms
-9.267955,0.141258,-0.158017,10.412383,-0.146046,1.206678,2661487
-9.215282,0.162806,-0.229843,10.395624,-0.079009,1.237802,2661494
-9.337387,0.162806,-0.124498,10.436325,-0.117316,1.244985,2661500
-9.320627,0.143652,-0.258574,10.350134,-0.112527,1.158794,2661506
-9.284714,0.181959,-0.141258,10.409989,-0.102951,1.295263,2661513
-9.294291,0.071826,-0.237026,10.381259,-0.11971,1.197101,2661519
-9.337387,0.071826,-0.19393,10.465055,-0.134075,1.240196,2661526
-9.258378,0.167594,-0.184354,10.409989,-0.112527,1.30484,2661532
-9.306262,0.112527,-0.172383,10.376471,-0.105345,1.261744,2661538
-9.313444,0.129287,-0.181959,10.42196,-0.136469,1.235408,2661545
-9.306262,0.102951,-0.143652,10.400413,-0.136469,1.206678,2661551
-9.332599,0.110133,-0.11971,10.376471,-0.107739,1.149217,2661558
-9.344569,0.124498,-0.248997,10.417171,-0.062249,1.218649,2661564
-9.263166,0.124498,-0.234632,10.374076,-0.098162,1.240196,2661570
-9.344569,0.093374,-0.110133,10.465055,-0.148441,1.381454,2661577
-9.382876,0.143652,-0.172383,10.436325,-0.09098,1.343147,2661584
-9.291897,0.117316,-0.258574,10.457873,-0.031125,1.240196,2661590
-9.299079,0.088585,-0.150835,10.436325,-0.122104,1.247379,2661596
-9.3733,0.110133,-0.222661,10.426748,-0.112527,1.271321,2661603
-9.301474,0.102951,-0.100556,10.460267,-0.122104,1.271321,2661609
-9.23683,0.131681,-0.244209,10.419566,-0.114922,1.189918,2661615
-9.339781,0.098162,-0.248997,10.376471,-0.141258,1.271321,2661622
-9.354146,0.124498,-0.174777,10.393229,-0.09098,1.254562,2661628
-9.31105,0.155623,-0.148441,10.407595,-0.114922,1.309628,2661635
-9.342175,0.148441,-0.143652,10.426748,-0.148441,1.288081,2661641
-9.287108,0.114922,-0.107739,10.407595,-0.100556,1.18513,2661647
-9.368511,0.160412,-0.131681,10.364499,-0.100556,1.30484,2661654
-9.342175,0.134075,-0.203507,10.338163,-0.129287,1.316811,2661660
-9.303867,0.100556,-0.148441,10.419566,-0.093374,1.23062,2661667
-9.246407,0.129287,-0.138864,10.364499,-0.110133,1.33357,2661673
-9.31105,0.102951,-0.162806,10.383653,-0.141258,1.254562,2661680
-9.339781,0.069432,-0.220267,10.395624,-0.102951,1.228225,2661686
-9.370906,0.196325,-0.110133,10.414778,-0.131681,1.364695,2661693
-9.318233,0.122104,-0.213084,10.43872,-0.160412,1.252167,2661699
-9.320627,0.1652,-0.112527,10.42196,-0.09098,1.261744,2661705
-9.294291,0.093374,-0.167594,10.34774,-0.083797,1.283292,2661712
-9.32781,0.088585,-0.153229,10.412383,-0.095768,1.261744,2661718
-9.351752,0.069432,-0.234632,10.407595,-0.112527,1.319205,2661725
-9.308656,0.114922,-0.246603,10.409989,-0.124498,1.216254,2661731
-9.279925,0.102951,-0.155623,10.398018,-0.088585,1.240196,2661737
-9.349358,0.124498,-0.136469,10.441113,-0.131681,1.187524,2661744
-9.318233,0.071826,-0.155623,10.42196,-0.131681,1.273715,2661750
-9.287108,0.138864,-0.215478,10.376471,-0.09098,1.271321,2661757
-9.308656,0.114922,-0.146046,10.371682,-0.134075,1.273715,2661763
-9.378088,0.134075,-0.217872,10.366894,-0.107739,1.288081,2661769
-9.272743,0.071826,-0.237026,10.357317,-0.134075,1.314417,2661776
-9.330204,0.098162,-0.196325,10.400413,-0.143652,1.264138,2661783
-9.325416,0.124498,-0.205901,10.42196,-0.100556,1.180341,2661789
-9.313444,0.07422,-0.208296,10.328587,-0.100556,1.271321,2661795
-9.291897,0.079009,-0.191536,10.390836,-0.117316,1.242591,2661802
-9.411607,0.100556,-0.131681,10.402806,-0.098162,1.182736,2661808
-9.267955,0.098162,-0.237026,10.381259,-0.079009,1.21386,2661815
-9.318233,0.110133,-0.179565,10.46745,-0.122104,1.228225,2661821
-9.361329,0.095768,-0.289698,10.45069,-0.026336,1.288081,2661827
-9.330204,0.122104,-0.169988,10.386047,-0.11971,1.271321,2661834
-9.25359,0.107739,-0.222661,10.378864,-0.105345,1.173159,2661840
-9.28232,0.134075,-0.268151,10.359711,-0.050278,1.235408,2661847
-9.308656,0.107739,-0.11971,10.417171,-0.081403,1.302446,2661853
-9.323022,0.069432,-0.198719,10.460267,-0.079009,1.261744,2661859
-9.323022,0.102951,-0.167594,10.424355,-0.102951,1.276109,2661866
-9.339781,0.146046,-0.117316,10.43872,-0.081403,1.23062,2661872
-9.346964,0.100556,-0.150835,10.436325,-0.093374,1.276109,2661878
-9.289502,0.177171,-0.205901,10.350134,-0.069432,1.276109,2661885
-9.277532,0.102951,-0.169988,10.333375,-0.110133,1.319205,2661892
-9.294291,0.155623,-0.143652,10.457873,-0.110133,1.268927,2661898
-9.315839,0.100556,-0.093374,10.400413,-0.07422,1.244985,2661904
-9.248801,0.179565,-0.122104,10.340557,-0.114922,1.268927,2661911
-9.31105,0.102951,-0.095768,10.359711,-0.129287,1.228225,2661917
-9.248801,0.11971,-0.225055,10.357317,-0.117316,1.261744,2661924
-9.342175,0.196325,-0.220267,10.445902,-0.177171,1.371878,2661930
-9.334992,0.095768,-0.251391,10.393229,-0.146046,1.242591,2661936
-9.330204,0.129287,-0.150835,10.429143,-0.110133,1.199495,2661943
-9.270349,0.081403,-0.107739,10.386047,-0.129287,1.218649,2661949
-9.306262,0.131681,-0.232238,10.345345,-0.086191,1.23062,2661956
-9.323022,0.059855,-0.179565,10.388441,-0.162806,1.261744,2661962
-9.356541,0.129287,-0.117316,10.460267,-0.086191,1.297657,2661968
-9.296685,0.100556,-0.174777,10.393229,-0.11971,1.189918,2661975
-9.31105,0.141258,-0.220267,10.436325,-0.098162,1.235408,2661981
-9.332599,0.117316,-0.203507,10.390836,-0.126893,1.268927,2661988
-9.323022,0.138864,-0.114922,10.409989,-0.138864,1.33357,2661994
-9.342175,0.076614,-0.129287,10.414778,-0.126893,1.268927,2662001
-9.31105,0.146046,-0.148441,10.417171,-0.124498,1.177947,2662007
-9.346964,0.110133,-0.174777,10.445902,-0.088585,1.194707,2662014
-9.289502,0.124498,-0.172383,10.43872,-0.062249,1.252167,2662020
-9.303867,0.086191,-0.203507,10.393229,-0.169988,1.261744,2662026
-9.272743,0.093374,-0.177171,10.443508,-0.158017,1.252167,2662033
-9.289502,0.112527,-0.177171,10.390836,-0.150835,1.192312,2662039
-9.308656,0.172383,-0.134075,10.448297,-0.100556,1.280898,2662046
-9.303867,0.098162,-0.179565,10.364499,-0.153229,1.204283,2662052
-9.358934,0.095768,-0.105345,10.395624,-0.131681,1.300052,2662058
-9.323022,0.122104,-0.179565,10.376471,-0.167594,1.273715,2662065
-9.303867,0.150835,-0.141258,10.371682,-0.093374,1.197101,2662071
-9.270349,0.146046,-0.184354,10.431537,-0.071826,1.252167,2662078
-9.26556,0.088585,-0.215478,10.357317,-0.07422,1.256956,2662084
-9.32781,0.098162,-0.177171,10.417171,-0.129287,1.297657,2662091
-9.287108,0.126893,-0.215478,10.354922,-0.107739,1.359907,2662097
-9.32781,0.067038,-0.153229,10.378864,-0.122104,1.242591,2662104
-9.272743,0.114922,-0.203507,10.453085,-0.093374,1.288081,2662110
-9.289502,0.131681,-0.222661,10.426748,-0.102951,1.228225,2662116
-9.342175,0.131681,-0.088585,10.431537,-0.136469,1.307234,2662123
-9.299079,0.064643,-0.126893,10.388441,-0.141258,1.211466,2662129
-9.356541,0.11971,-0.191536,10.431537,-0.11971,1.290475,2662136
-9.299079,0.100556,-0.07422,10.417171,-0.150835,1.237802,2662142
-9.294291,0.088585,-0.225055,10.352529,-0.112527,1.240196,2662148
-9.28232,0.069432,-0.258574,10.436325,-0.098162,1.338359,2662155
-9.334992,0.100556,-0.181959,10.364499,-0.110133,1.21386,2662161
-9.346964,0.107739,-0.095768,10.381259,-0.114922,1.33357,2662168
-9.244013,0.138864,-0.146046,10.431537,-0.177171,1.218649,2662174
-9.31105,0.079009,-0.275333,10.412383,-0.086191,1.23062,2662180
-9.330204,0.122104,-0.143652,10.369287,-0.107739,1.347936,2662187
-9.279925,0.100556,-0.110133,10.345345,-0.138864,1.271321,2662194
-9.299079,0.100556,-0.129287,10.405201,-0.143652,1.307234,2662200
-9.267955,0.076614,-0.21069,10.352529,-0.122104,1.240196,2662206
-9.258378,0.138864,-0.150835,10.445902,-0.181959,1.295263,2662213
-9.337387,0.107739,-0.205901,10.362105,-0.095768,1.218649,2662219
-9.385271,0.141258,-0.126893,10.390836,-0.131681,1.225831,2662226
-9.32781,0.129287,-0.110133,10.453085,-0.114922,1.25935,2662232
-9.323022,0.138864,-0.225055,10.433931,-0.110133,1.307234,2662238
-9.255983,0.160412,-0.19393,10.388441,-0.079009,1.244985,2662245
-9.349358,0.050278,-0.179565,10.383653,-0.081403,1.271321,2662251
-9.258378,0.117316,-0.177171,10.371682,-0.07422,1.233014,2662258
-9.32781,0.141258,-0.172383,10.369287,-0.079009,1.211466,2662264
-9.308656,0.095768,-0.19393,10.42196,-0.150835,1.137246,2662270
-9.315839,0.112527,-0.155623,10.445902,-0.088585,1.244985,2662277
-9.303867,0.102951,-0.258574,10.417171,-0.110133,1.221043,2662283
-9.330204,0.093374,-0.167594,10.376471,-0.098162,1.290475,2662290
-9.320627,0.1652,-0.186748,10.364499,-0.138864,1.206678,2662296
-9.397242,0.114922,-0.189142,10.383653,-0.095768,1.218649,2662303
-9.337387,0.158017,-0.222661,10.390836,-0.134075,1.23062,2662309
-9.332599,0.148441,-0.155623,10.369287,-0.136469,1.223437,2662316
-9.325416,0.141258,-0.136469,10.407595,-0.105345,1.307234,2662322
-9.277532,0.093374,-0.201113,10.441113,-0.093374,1.343147,2662328
-9.275137,0.181959,-0.201113,10.443508,-0.110133,1.199495,2662335
-9.325416,0.150835,-0.237026,10.376471,-0.11971,1.273715,2662341
-9.291897,0.129287,-0.136469,10.333375,-0.107739,1.180341,2662347
-9.318233,0.107739,-0.260968,10.359711,-0.122104,1.21386,2662354
-9.291897,0.153229,-0.172383,10.338163,-0.095768,1.254562,2662360
-9.267955,0.102951,-0.181959,10.395624,-0.076614,1.252167,2662367
-9.32781,0.09098,-0.158017,10.431537,-0.081403,1.175553,2662373
-9.299079,0.105345,-0.208296,10.362105,-0.122104,1.170765,2662379
-9.318233,0.052672,-0.122104,10.45069,-0.11971,1.295263,2662386
-9.287108,0.112527,-0.122104,10.400413,-0.25618,1.288081,2662392
0.543484,17.982849,-58.33712,13.36204,8.231265,-78.453201,2662399
-23.080105,-6.991069,78.450806,4.627992,-9.442732,-26.716896,2662406
0.289698,12.502522,-78.453201,4.460398,-9.279925,76.786835,2662412
-11.475409,-3.040636,-12.557588,14.664485,7.637504,-29.340942,2662418
-19.488802,-9.890448,77.157936,10.280702,8.283937,78.450806,2662425
-8.930372,-6.91206,-78.453201,15.021221,4.616021,78.450806,2662431
-14.796166,-8.046912,-44.457932,22.934057,8.003817,-77.189064,2662438
-17.863138,-5.980716,13.599066,8.389283,-3.366248,56.484005,2662444
-8.851364,6.55293,-48.393997,5.50427,-8.640674,30.066385,2662451
-10.723629,7.826645,47.697285,6.234501,-7.323863,-16.869545,2662457
-7.841011,4.309563,24.164679,1.912967,-4.328717,29.027302,2662463
-1.802834,-0.318429,-20.453665,4.596867,4.201824,-66.388817,2662470
-8.236053,-3.478775,37.5746,6.823475,6.265626,-44.642284,2662476
-10.773908,2.985569,7.33344,10.941502,-2.75812,0.442927,2662483
-14.520833,4.247314,49.593494,12.35887,-7.120356,-31.019278,2662489
-10.426748,6.701371,48.235981,4.333505,-8.74123,18.373104,2662496
-0.409408,5.125986,-38.568195,2.549825,-4.039018,-18.801666,2662502
-4.493917,-3.576937,1.462857,8.937555,1.762132,-37.656006,2662509
-9.722853,-6.727707,-6.543353,12.35887,2.748544,45.422794,2662515
-15.574282,-5.928043,-21.265299,18.152838,4.898537,29.015331,2662521
-19.809626,-5.540183,20.88941,17.836803,1.570596,33.576286,2662528
-11.468226,-0.950498,-44.536942,13.711593,-2.274492,40.224983,2662534
-7.28795,-1.438915,-45.226471,12.437878,-0.916979,-15.497667,2662541
-7.290344,-2.863465,-8.583213,8.975863,-3.263297,32.723949,2662547
-8.037335,-1.242591,-23.511061,10.172963,-0.859518,37.62009,2662554
-14.939818,-2.765303,22.843079,11.903971,3.040636,-7.960721,2662560
-14.726735,-2.738967,18.753782,9.0429,1.970428,-7.184999,2662566
-8.339005,1.534683,-19.191921,7.31668,0.837971,-42.260056,2662573
-8.482656,4.278439,22.378603,4.88896,-3.497929,-26.443958,2662579
-6.196194,8.549694,17.764977,3.359065,-6.588843,12.698846,2662586
-6.208165,7.323863,26.288334,4.711789,-3.119645,-18.696321,2662592
-7.429208,2.025495,36.885071,5.518635,1.079785,-20.848709,2662599
-7.10599,-1.685518,-8.640674,8.243237,2.413355,-22.807165,2662605
-11.463438,-3.454833,-0.454898,13.065159,1.551443,-23.159113,2662612
-14.733917,-2.056619,16.436195,12.667721,-1.898602,26.137501,2662618
-11.801021,0.600945,-6.856994,10.996569,-2.8491,32.08709,2662624
-10.745177,0.833182,-14.671668,10.390836,-0.110133,17.688362,2662631
-7.824251,-1.369483,-37.603333,10.376471,1.812411,23.671473,2662638
-7.220912,-4.865018,-43.672634,13.376405,3.081338,10.809821,2662644
-11.844116,-6.6894,-4.625597,16.467319,2.037466,21.358673,2662650
-14.14255,-5.12838,-2.494758,16.45056,0.052672,28.936321,2662657
-13.88637,-1.496376,-2.363077,13.503298,-1.68073,-5.042189,2662663
-10.081984,0.624887,-2.664747,8.662222,-3.797204,-10.46745,2662670
-4.527435,3.045424,-11.935096,4.537012,-4.163517,-9.119514,2662676
-4.927267,2.839523,15.277401,5.044583,-2.726996,-11.911154,2662683
-7.64708,1.539472,35.192371,6.58166,-1.187524,-0.90022,2662689
-8.942344,1.09415,24.293964,8.810662,1.01993,-22.500708,2662696
-10.093954,0.68953,16.950949,9.478644,0.672771,-33.399113,2662702
-9.727641,1.975216,6.864176,8.60955,-2.60968,-13.479356,2662709
-9.160215,3.136404,3.531447,7.671022,-3.454833,0.85473,2662716
-8.971074,1.865083,13.893553,6.88333,-1.924938,13.687651,2662722
-8.015787,-0.033519,-1.766921,7.814674,0.837971,17.35078,2662729
-10.704475,-2.72939,-23.91568,11.374852,4.915296,3.900155,2662735
-13.421895,-4.019865,-24.528597,14.621389,4.826711,12.375628,2662741
-13.589489,-3.73256,-22.613235,15.871163,2.248155,23.745693,2662748
-13.10586,-2.293645,-6.830657,14.618996,-0.610521,25.754427,2662754
-11.063606,-0.78051,-7.398083,11.702858,-1.987187,22.043415,2662761
-7.927202,0.079009,-19.431341,9.344569,-1.781286,1.42455,2662767
-7.374141,-0.459687,-12.148179,8.504205,-0.907402,-7.57286,2662774
-8.51857,-0.739808,-1.295263,9.239224,-0.380678,-1.249773,2662780
-10.919954,-0.488417,18.224663,10.546458,0.148441,-5.827487,2662786
-11.384429,0.280122,27.317841,9.849746,-0.782904,-10.915166,2662793
-8.121132,2.389413,12.794614,7.699753,-2.312799,-21.238964,2662799
-5.726931,3.505111,6.394913,6.38773,-3.351882,-25.086445,2662806
-5.396531,3.366248,11.042058,6.402095,-3.514688,-8.896853,2662812
-6.852205,2.109292,14.508862,7.814674,-2.1883,1.175553,2662819
-9.344569,-0.653617,15.061923,10.007763,0.349553,0.351948,2662825
-10.615891,-2.516306,1.323994,11.324574,1.70946,-0.37589,2662832
-11.307815,-3.064578,-13.424289,12.667721,2.597709,-2.363077,2662838
-12.615048,-1.575385,-16.71871,12.569559,1.264138,15.478514,2662844
-11.101913,-0.294487,-15.775395,11.626244,-0.40462,29.094339,2662851
-9.349358,-0.411803,-11.195287,11.034876,-0.311246,25.780764,2662857
-9.093178,-1.517924,-13.802573,11.259931,0.4956,15.966931,2662864
-9.531317,-2.363077,-20.848709,12.77546,1.300052,1.616086,2662870
-11.896789,-2.363077,-10.838552,13.266272,1.06542,-1.697489,2662877
-13.12262,-0.950498,3.265691,12.236765,-0.107739,5.051765,2662883
-11.762712,1.194707,12.51928,9.378088,-1.134852,1.158794,2662889
-8.60955,2.298434,12.995727,6.55293,-1.87466,-8.549694,2662896
-5.382165,3.026271,4.891354,4.819528,-1.953669,-17.647661,2662902
-4.977545,2.966416,5.633556,6.007052,-1.58975,-18.940529,2662909
-7.668628,2.147599,15.270219,8.951921,-0.885855,-9.490616,2662915
-10.817003,1.074997,20.796036,10.685322,-0.438139,-4.750096,2662922
-11.279084,-0.04549,16.036364,10.740389,0.04549,-7.134721,2662928
-9.277532,-0.818817,-0.146046,9.514558,-0.136469,-6.459556,2662934
-7.702147,-0.969652,-10.151415,9.148245,-0.557849,2.092532,2662941
-8.202535,-0.610521,-9.267955,10.000581,-0.622492,15.229517,2662948
-10.187328,-0.143652,-7.740454,11.535264,0.019154,24.495077,2662954
-11.35091,-1.458069,-10.898406,13.352463,1.254562,18.629284,2662960
-11.420342,-2.992752,-15.428236,14.17128,1.912967,9.356541,2662967
-10.948685,-3.430891,-18.456902,13.907918,1.118092,5.868188,2662973
-10.666168,-2.035071,-10.881647,12.684481,-0.423774,8.5473,2662980
-10.398018,-0.177171,0.038307,10.532093,-1.833959,10.819398,2662986
-9.366117,1.271321,5.427655,8.99741,-1.980005,3.598485,2662993
-8.192958,1.63524,4.338294,8.085219,-1.410185,-8.41083,2662999
-7.584831,1.383849,3.205836,8.025364,-0.612916,-15.801731,2663005
-8.269572,1.192312,8.643068,8.710106,-0.129287,-12.861651,2663012
-9.622296,1.347936,17.875111,9.13388,-0.316035,-8.058883,2663018
-9.648633,1.493982,18.748993,8.59279,-0.701501,-6.210559,2663025
-8.35337,1.584962,10.184934,7.771579,-0.909797,-9.315839,2663031
-7.426814,1.163582,-0.155623,7.740454,-0.837971,-8.240842,2663038
-7.94875,0.526724,-3.459621,9.069236,-0.275333,1.398214,2663044
-9.797073,-0.251391,-1.551443,10.737994,0.608127,10.460267,2663050
-11.733982,-1.142034,-1.865083,12.064383,1.66397,14.942213,2663057
-12.265495,-1.644817,-9.14585,12.665327,2.15957,12.725182,2663063
-10.721235,-1.912967,-17.542316,12.509704,1.503559,8.860941,2663070
-9.507375,-1.762132,-16.584635,12.064383,-0.148441,11.240777,2663076
-9.52174,-0.818817,-9.105149,11.959038,-1.400608,14.475344,2663083
-10.228029,0.023942,-2.82037,11.75553,-1.434127,10.608707,2663089
-10.486604,-0.021548,0.136469,11.403583,-0.799663,1.731008,2663095
-9.76116,-0.402226,-0.488417,10.591949,-0.155623,-6.768408,2663102
-8.89446,-0.237026,1.735796,9.588778,-0.181959,-9.605537,2663108
-8.3821,0.64404,9.31105,8.779537,-0.830788,-7.012617,2663115
-8.092402,1.647211,14.640543,7.989451,-1.577779,-5.365406,2663121
-7.493851,2.173935,13.079524,7.838616,-1.721431,-8.310274,2663128
-7.302315,1.884237,7.256825,8.334216,-1.134852,-11.903971,2663134
-8.008605,1.055843,3.751714,9.220071,-0.361524,-9.210494,2663140
-9.428367,-0.167594,3.873818,9.976639,0.395043,-1.987187,2663147
-10.21127,-0.861913,4.36463,10.369287,0.893037,6.054936,2663153
-10.249578,-1.113304,0.531513,10.500969,0.907402,8.374918,2663160
-9.935937,-0.742203,-9.279925,10.838552,0.916979,8.202535,2663166
-10.295067,-0.134075,-15.497667,11.386824,0.476446,10.048465,2663172
-10.216059,-0.462081,-13.244724,12.11466,0.033519,13.718776,2663179
-10.58716,-0.893037,-7.651869,12.512098,0.138864,14.262259,2663185
-11.034876,-1.216254,-4.141969,12.351686,0.40462,10.187328,2663192
-10.67814,-1.142034,-4.774038,11.748347,0.28491,1.757344,2663198
-9.892841,-0.550666,-4.762067,10.709264,-0.292093,-2.576161,2663205
-9.186552,0.567426,0.031125,9.636662,-1.096544,-2.264915,2663211
-8.930372,1.429338,6.885724,8.839393,-1.448492,-1.659182,2663218
-8.425196,1.699883,11.027693,8.449138,-1.23062,-4.884171,2663224
-7.960721,1.393425,9.107543,8.41083,-0.739808,-10.029311,2663230
-7.769185,0.737414,6.332664,8.755595,-0.172383,-12.002133,2663237
-8.35337,0.397437,6.248867,9.260772,-0.064643,-7.852982,2663243
-9.069236,0.208296,7.697359,9.595961,-0.258574,-2.049437,2663250
-9.385271,0.21069,6.335058,9.710882,-0.35913,2.468422,2663256
-9.002198,0.117316,0.301669,9.854534,-0.363919,3.028665,2663262
-9.126697,-0.301669,-7.467515,10.606314,0.270545,3.833117,2663269
-9.73243,-0.667982,-10.254366,11.420342,0.696713,8.063671,2663275
-10.836157,-0.90022,-8.935161,12.282255,0.814029,12.804191,2663282
-10.884041,-1.283292,-5.889736,12.600683,0.490811,13.259089,2663288
-10.560823,-1.189918,-5.83467,12.253524,0.134075,9.126697,2663295
-9.900024,-0.646434,-8.463503,11.592725,-0.488417,3.816358,2663301
-9.454702,-0.043096,-7.491457,11.066,-0.933739,1.56102,2663307
-9.574412,0.483629,-1.307234,10.522516,-1.012747,2.221819,2663314
-9.792285,0.629675,5.461174,9.950302,-0.536301,0.73502,2663320
-9.334992,0.531513,7.489063,9.296685,-0.083797,-4.288015,2663327
-8.389283,0.536301,6.002264,8.65025,0.026336,-9.385271,2663333
-7.869741,0.842759,4.735731,8.403648,-0.311246,-9.579201,2663340
-8.171411,1.254562,7.000646,8.628703,-0.617704,-5.81791,2663346
-8.76996,1.285686,8.836999,8.985439,-0.634463,-1.857901,2663352
-9.102755,0.981623,7.015011,9.291897,-0.275333,-1.165976,2663359
-9.119514,0.174777,1.180341,9.648633,0.45011,-1.862689,2663365
-9.232041,-0.514753,-3.488352,10.19451,0.787692,0.409408,2663372
-9.787497,-0.787692,-5.382165,10.934319,0.816423,6.347029,2663378
-10.474632,-0.622492,-4.52983,11.504139,0.380678,10.711658,2663384
-10.69011,-0.272939,-5.240908,11.798626,0.002394,11.73877,2663391
-10.280702,-0.23942,-8.336611,11.908759,-0.244209,8.00621,2663397
-9.713276,-0.550666,-9.334992,11.906365,-0.378284,5.142745,2663404
-9.64145,-0.696713,-7.28795,11.748347,-0.481235,4.900931,2663410
-9.804255,-0.605733,-1.683124,11.427525,-0.438139,4.687847,2663416
-9.900024,-0.282516,2.892196,10.948685,-0.457293,1.786075,2663423
-9.270349,0.117316,3.339911,10.086772,-0.622492,-2.755726,2663430
-8.508993,0.61531,2.6839,9.212888,-0.758962,-6.572083,2663436
-7.864953,0.988805,3.904943,8.750807,-0.893037,-6.464345,2663442
-7.984663,1.06542,6.902483,8.695741,-0.577003,-4.077325,2663449
-8.523358,0.799663,8.695741,8.985439,-0.19393,-3.050213,2663455
-8.932767,0.442927,6.457162,9.232041,0.272939,-3.926491,2663462
-9.02614,0.213084,2.595315,9.540894,0.471658,-3.89776,2663468
-9.313444,0.122104,-0.818817,9.890448,0.40462,-0.799663,2663474
-9.742006,0.191536,-1.503559,10.218452,0.174777,4.800375,2663481
-10.036493,0.213084,-2.035071,10.625467,0.134075,8.046912,2663487
-10.18254,0.09098,-4.321534,11.092337,0.229843,8.154651,2663494
-10.326192,-0.265756,-7.608773,11.604695,0.497994,6.572083,2663500
-10.376471,-0.632069,-8.415619,11.858481,0.414197,5.820304,2663506
-10.350134,-0.605733,-6.095637,11.870452,-0.033519,6.71813,2663513
-10.196905,-0.373495,-2.801216,11.643003,-0.507571,6.303933,2663519
-9.73243,-0.079009,-0.519542,11.061212,-0.720655,3.663129,2663525
-9.172187,0.150835,-0.629675,10.290278,-0.758962,-0.837971,2663532
-8.568848,0.339977,0.351948,9.849746,-0.553061,-3.576937,2663538
-8.453926,0.258574,3.083732,9.421184,-0.45011,-3.636792,2663545
-8.482656,0.275333,6.205771,9.239224,-0.335188,-3.256114,2663551
-8.446744,0.311246,7.422025,9.174581,-0.272939,-3.730166,2663558
-8.453926,0.462081,5.528212,9.196129,-0.260968,-4.912902,2663564
-8.492233,0.533907,2.557007,9.351752,-0.198719,-4.481946,2663570
-8.856153,0.505177,1.683124,9.603143,-0.079009,-1.074997,2663577
-9.275137,0.373495,1.422156,9.981427,0.019154,2.619257,2663583
-9.703699,0.050278,0.220267,10.445902,0.260968,4.309563,2663590
-9.919178,-0.241814,-2.5187,10.94629,0.442927,4.692636,2663596
-10.170568,-0.323217,-6.071695,11.465832,0.397437,4.953603,2663602
-10.33098,-0.167594,-7.062895,11.688493,0.055067,6.234501,2663609
-10.388441,-0.095768,-5.238513,11.676521,-0.265756,7.558495,2663615
-10.15381,-0.009577,-3.634398,11.468226,-0.397437,7.536947,2663622
-9.730036,-0.126893,-3.172317,11.089942,-0.385466,4.039018,2663628
-9.255983,-0.248997,-2.513912,10.702082,-0.237026,0.581791,2663635
-9.057265,-0.220267,-1.422156,10.400413,-0.25618,-0.720655,2663641
-9.196129,0.02873,2.442086,10.146626,-0.208296,-1.414973,2663647
-8.99741,0.342371,5.214571,9.607931,-0.351948,-1.781286,2663654
-8.583213,0.481235,5.298368,9.181764,-0.35913,-3.485958,2663660
-8.094796,0.557849,3.957615,8.880095,-0.308852,-4.874595,2663667
-8.23366,0.538695,2.887407,9.018958,-0.11971,-4.094085,2663673
-8.695741,0.466869,3.04303,9.330204,0.076614,-2.08535,2663680
-9.368511,0.395043,3.541024,9.861717,0.179565,0.677559,2663686
-9.799467,0.287304,1.774103,10.31901,0.189142,1.790863,2663692
-9.89763,0.172383,-1.678335,10.632649,0.196325,2.145205,2663699
-9.900024,0.088585,-4.110844,10.850522,0.071826,3.689465,2663705
-9.957485,0.062249,-5.003881,11.171345,-0.04549,5.851429,2663712
-10.113108,0.035913,-4.230555,11.44189,-0.136469,7.376535,2663718
-10.089166,-0.160412,-3.569755,11.544841,-0.25618,6.780379,2663724
-9.813833,-0.356736,-4.120421,11.506534,-0.184354,4.084508,2663731
-9.562442,-0.428562,-3.91452,11.286267,-0.287304,2.070984,2663737
-9.294291,-0.433351,-1.869871,10.941502,-0.442927,1.599327,2663744
-9.093178,-0.122104,0.773327,10.359711,-0.497994,1.029507,2663750
-8.860941,0.081403,3.110068,9.85214,-0.351948,-0.768539,2663757
-8.485051,0.181959,3.375824,9.3733,-0.241814,-2.640805,2663763
-8.243237,0.263362,2.822764,9.244013,-0.19393,-4.168305,2663769
-8.422802,0.318429,3.239355,9.263166,-0.031125,-3.529053,2663776
-8.892065,0.500388,3.969586,9.411607,0.110133,-1.958457,2663782
-9.346964,0.577003,4.074931,9.583989,0.129287,-0.70629,2663789
-9.500193,0.603339,2.183512,9.801862,0.126893,-0.007183,2663795
-9.600749,0.490811,-0.486023,10.084377,0.21069,0.658405,2663801
-9.753978,0.383072,-2.477999,10.369287,0.215478,2.545036,2663808
-9.993398,0.292093,-2.949656,10.840945,0.124498,4.833893,2663814
-10.25676,0.246603,-2.844312,11.204864,0.062249,6.035782,2663820
-10.31901,-0.023942,-3.41892,11.386824,0.004788,5.635951,2663827
-9.983821,-0.162806,-4.431667,11.348516,-0.126893,4.302381,2663833
-9.552865,-0.306458,-4.280833,11.257536,-0.347159,3.46441,2663840
-9.220071,-0.31364,-2.801216,11.008539,-0.471658,3.301604,2663846
-9.081207,-0.339977,-0.122104,10.687716,-0.462081,2.276886,2663853
-8.939949,-0.251391,1.292869,10.419566,-0.454898,0.612916,2663859
-8.746018,-0.181959,1.659182,10.177752,-0.344765,-1.678335,2663865
-8.47308,-0.047884,2.092532,9.794679,-0.287304,-2.964022,2663872
-8.35337,0.023942,2.877831,9.5385,-0.258574,-2.669535,2663878
-8.540117,0.217872,3.799598,9.526528,-0.203507,-1.563414,2663885
-8.901642,0.447716,3.878607,9.586384,-0.124498,-1.18513,2663891
-9.155427,0.567426,2.319981,9.746795,0.031125,-1.060631,2663898
-9.380483,0.521936,0.368707,9.928755,0.181959,-0.378284,2663904
