blax,blay,blaz,trax,tray,traz,ms
-9.751583,0.430956,-0.567426,10.21127,0.21069,1.343147,2663910
-9.979033,0.426168,-1.158794,10.613496,0.19393,3.65834,2663917
-10.16578,0.287304,-1.788469,10.807426,0.124498,4.515464,2663923
-10.098742,0.208296,-3.040636,11.056423,-0.050278,4.532224,2663931
-9.962274,0.057461,-4.316746,11.116279,-0.019154,4.13718,2663937
-9.708488,-0.052672,-3.878607,11.075577,-0.19393,4.06296,2663944
-9.466674,-0.268151,-2.327164,11.027693,-0.246603,3.837905,2663950
-9.308656,-0.430956,-0.926556,10.828975,-0.270545,2.640805,2663957
-8.975863,-0.411803,-0.134075,10.524911,-0.23942,0.821211,2663963
-8.779537,-0.248997,0.462081,10.280702,-0.260968,-0.78051,2663969
-8.664616,-0.09098,1.13964,9.983821,-0.215478,-1.398214,2663976
-8.599973,-0.011971,2.451663,9.722853,-0.320823,-1.508347,2663982
-8.599973,0.184354,3.387795,9.646238,-0.246603,-1.216254,2663989
-8.748413,0.311246,3.045424,9.662998,-0.155623,-1.508347,2663995
-9.119514,0.447716,2.063802,9.799467,0.021548,-1.527501,2664001
-9.356541,0.500388,1.063026,10.0341,0.083797,-0.45011,2664008
-9.684546,0.526724,0.497994,10.259154,0.071826,0.940921,2664014
-9.854534,0.493206,0.026336,10.426748,0.014365,2.597709,2664020
-9.900024,0.454898,-1.247379,10.591949,0.004788,3.378219,2664027
-9.866506,0.294487,-2.82037,10.831368,0.0,3.44765,2664034
-9.933543,0.160412,-3.397372,11.042058,-0.040701,3.787627,2664040
-9.876082,0.031125,-3.155558,11.089942,-0.153229,4.094085,2664047
-9.65821,-0.23942,-2.142811,11.03727,-0.215478,3.866636,2664053
-9.315839,-0.356736,-1.484405,10.898406,-0.227449,2.906561,2664060
-8.992621,-0.402226,-1.197101,10.618284,-0.272939,1.489193,2664066
-8.753201,-0.42138,-0.37589,10.400413,-0.361524,0.1652,2664073
-8.719683,-0.220267,0.828394,10.237606,-0.304064,-0.081403,2664079
-8.784326,-0.107739,1.941698,10.029311,-0.275333,-0.596156,2664086
-8.753201,0.019154,2.554613,9.847352,-0.229843,-1.082179,2664092
-8.774749,0.196325,2.331953,9.698911,-0.07422,-1.39582,2664098
-9.004593,0.435745,1.687912,9.749189,0.002394,-1.321599,2664105
-9.361329,0.536301,1.283292,9.871294,0.083797,-0.402226,2664111
-9.615114,0.608127,1.000776,10.089166,0.019154,0.912191,2664118
-9.804255,0.639252,0.466869,10.254366,0.050278,1.659182,2664124
-9.911995,0.61531,-0.723049,10.455479,0.086191,2.238579,2664130
-9.916783,0.40462,-1.92015,10.668563,0.083797,2.631228,2664137
-9.888053,0.292093,-2.466028,10.819398,0.007183,3.265691,2664144
-9.895236,0.150835,-2.255338,10.922348,-0.050278,3.782839,2664150
-9.605537,-0.146046,-1.889025,10.965444,-0.205901,3.653552,2664156
-9.349358,-0.277727,-1.661576,10.905589,-0.246603,2.762909,2664163
-9.028535,-0.42138,-1.517924,10.795456,-0.337582,1.790863,2664169
-8.848969,-0.481235,-0.828394,10.591949,-0.35913,1.010353,2664176
-8.760384,-0.354342,0.167594,10.503363,-0.332794,0.687136,2664182
-8.707711,-0.299275,1.316811,10.216059,-0.311246,0.064643,2664189
-8.736442,-0.122104,1.644817,10.077195,-0.232238,-0.452504,2664195
-8.710106,0.026336,1.422156,9.94312,-0.160412,-1.005565,2664201
-8.956709,0.260968,1.331176,9.904813,-0.079009,-0.866701,2664208
-9.234436,0.462081,1.266533,9.933543,-0.031125,-0.088585,2664214
-9.600749,0.577003,1.307234,10.000581,0.052672,0.603339,2664221
-9.804255,0.696713,0.73502,10.172963,0.057461,1.158794,2664227
-9.868899,0.675165,-0.258574,10.28549,0.167594,1.335965,2664233
-9.895236,0.4956,-1.211466,10.457873,0.153229,1.891419,2664240
-9.892841,0.447716,-1.582567,10.618284,0.07422,2.858677,2664246
-9.890448,0.265756,-1.632846,10.7356,-0.055067,3.251326,2664253
-9.727641,0.174777,-1.534683,10.82658,-0.131681,3.050213,2664259
-9.399636,-0.143652,-1.642422,10.745177,-0.186748,2.454057,2664266
-9.143456,-0.246603,-1.61848,10.757148,-0.205901,1.92015,2664272
-8.927979,-0.45011,-0.866701,10.651803,-0.280122,1.51553,2664278
-8.848969,-0.414197,-0.004788,10.508151,-0.31364,1.295263,2664285
-8.767567,-0.397437,0.641646,10.424355,-0.339977,0.782904,2664291
-8.765172,-0.232238,0.938527,10.31901,-0.292093,-0.062249,2664298
-8.74123,-0.095768,0.802058,10.09156,-0.308852,-0.414197,2664304
-8.779537,0.04549,0.943315,10.012551,-0.134075,-0.373495,2664310
-9.153033,0.21069,1.189918,9.967062,-0.040701,0.272939,2664317
-9.40203,0.433351,1.132457,10.065224,0.033519,0.567426,2664323
-9.634268,0.579397,0.646434,10.187328,0.081403,0.761356,2664330
-9.828198,0.600945,-0.043096,10.208876,0.122104,1.046266,2664336
-9.842564,0.562637,-0.835576,10.30225,0.107739,1.584962,2664343
-9.871294,0.577003,-1.01993,10.433931,0.071826,2.348712,2664350
-9.847352,0.452504,-1.086968,10.517728,0.064643,2.755726,2664356
-9.696517,0.222661,-1.146823,10.611102,0.002394,2.477999,2664362
-9.433155,0.088585,-1.388637,10.723629,-0.069432,2.171541,2664369
-9.229648,-0.098162,-1.403002,10.644621,-0.229843,1.73819,2664375
-9.045294,-0.308852,-0.818817,10.656591,-0.325611,1.56102,2664382
-8.937555,-0.407014,-0.160412,10.577583,-0.299275,1.47004,2664388
-8.750807,-0.385466,0.308852,10.505757,-0.361524,0.926556,2664395
-8.690952,-0.366313,0.430956,10.357317,-0.323217,0.409408,2664401
-8.681376,-0.220267,0.433351,10.290278,-0.311246,0.124498,2664407
-8.848969,-0.04549,0.634463,10.247183,-0.138864,0.148441,2664414
-9.193734,0.131681,0.873884,10.235212,-0.131681,0.505177,2664420
-9.397242,0.347159,0.744597,10.230424,-0.011971,0.718261,2664426
-9.581595,0.466869,0.395043,10.216059,0.035913,0.88346,2664433
-9.667787,0.588974,-0.198719,10.201694,0.07422,1.00317,2664439
-9.77792,0.593762,-0.596156,10.201694,0.055067,1.331176,2664446
-9.923966,0.577003,-0.579397,10.357317,0.067038,2.054225,2664452
-9.842564,0.493206,-0.632069,10.342952,0.014365,2.161964,2664459
-9.696517,0.40462,-0.76375,10.510546,-0.043096,2.044648,2664465
-9.454702,0.11971,-0.979228,10.508151,-0.004788,1.82917,2664471
-9.248801,-0.114922,-0.969652,10.556035,-0.138864,1.661576,2664478
-9.107543,-0.21069,-0.64404,10.577583,-0.196325,1.537078,2664484
-8.899248,-0.351948,-0.179565,10.565612,-0.275333,1.49877,2664491
-8.875306,-0.304064,0.043096,10.539276,-0.320823,1.106121,2664497
-8.875306,-0.332794,0.083797,10.486604,-0.270545,0.73502,2664504
-8.801085,-0.246603,0.100556,10.402806,-0.251391,0.533907,2664510
-8.951921,-0.131681,0.251391,10.393229,-0.196325,0.770933,2664516
-9.148245,0.100556,0.45011,10.295067,-0.117316,0.804452,2664523
-9.382876,0.225055,0.373495,10.230424,-0.067038,0.952892,2664529
-9.473856,0.407014,0.124498,10.247183,-0.050278,0.97444,2664536
-9.660604,0.52433,-0.244209,10.244789,0.002394,1.146823,2664542
-9.715671,0.536301,-0.342371,10.304645,-0.021548,1.362301,2664548
-9.840169,0.572214,-0.320823,10.275913,0.035913,1.546654,2664555
-9.749189,0.545878,-0.323217,10.479421,-0.009577,1.678335,2664561
-9.713276,0.392649,-0.445322,10.486604,-0.081403,1.522712,2664568
-9.394848,0.138864,-0.577003,10.493786,-0.095768,1.364695,2664574
-9.258378,0.059855,-0.531513,10.496181,-0.184354,1.319205,2664581
-9.088389,-0.124498,-0.275333,10.522516,-0.169988,1.335965,2664587
-8.983045,-0.181959,-0.131681,10.522516,-0.287304,1.352724,2664593
-8.968679,-0.292093,-0.002394,10.5704,-0.203507,1.16837,2664600
-8.870518,-0.335188,-0.167594,10.402806,-0.177171,1.024718,2664606
-8.896853,-0.28491,-0.280122,10.409989,-0.131681,0.907402,2664613
-9.038112,-0.129287,-0.069432,10.340557,-0.083797,1.163582,2664619
-9.141062,0.021548,0.02873,10.326192,-0.057461,1.247379,2664625
-9.370906,0.179565,0.052672,10.283096,-0.064643,1.280898,2664632
-9.464279,0.337582,-0.277727,10.259154,0.002394,1.256956,2664638
-9.576807,0.395043,-0.385466,10.345345,-0.047884,1.182736,2664645
-9.679757,0.4956,-0.306458,10.383653,-0.026336,1.359907,2664651
-9.682152,0.47884,-0.100556,10.414778,-0.124498,1.343147,2664658
-9.667787,0.430956,-0.007183,10.409989,-0.150835,1.300052,2664664
-9.490616,0.361524,-0.114922,10.426748,-0.172383,1.211466,2664671
-9.397242,0.260968,-0.191536,10.536881,-0.217872,1.017536,2664677
-9.241618,0.083797,-0.241814,10.532093,-0.277727,1.170765,2664683
-9.160215,0.035913,-0.038307,10.486604,-0.160412,1.225831,2664690
-9.0429,-0.124498,-0.031125,10.465055,-0.160412,1.300052,2664696
-8.980651,-0.304064,-0.11971,10.383653,-0.088585,1.288081,2664703
-8.992621,-0.229843,-0.332794,10.374076,-0.112527,1.271321,2664709
-8.983045,-0.184354,-0.4956,10.374076,-0.064643,1.343147,2664715
-9.124303,-0.023942,-0.423774,10.278308,-0.038307,1.49877,2664722
-9.279925,0.019154,-0.296881,10.290278,-0.007183,1.534683,2664728
-9.361329,0.146046,-0.258574,10.316615,-0.023942,1.400608,2664735
-9.437943,0.306458,-0.311246,10.307038,-0.043096,1.189918,2664741
-9.543288,0.356736,-0.23942,10.345345,-0.083797,1.098939,2664748
-9.533711,0.414197,-0.07422,10.364499,-0.143652,0.981623,2664754
-9.548077,0.373495,0.114922,10.426748,-0.184354,1.005565,2664761
-9.516952,0.368707,0.205901,10.481815,-0.270545,1.024718,2664767
-9.433155,0.299275,0.086191,10.491392,-0.31364,0.864307,2664773
-9.356541,0.169988,-0.105345,10.512939,-0.234632,0.861913,2664780
-9.323022,0.088585,-0.064643,10.407595,-0.179565,1.156399,2664786
-9.200917,0.004788,-0.083797,10.448297,-0.126893,1.331176,2664792
-9.097966,-0.069432,-0.225055,10.366894,-0.026336,1.369483,2664799
-9.114726,-0.114922,-0.37589,10.357317,0.062249,1.467646,2664805
-9.085996,-0.117316,-0.596156,10.321404,0.038307,1.553837,2664812
-9.14585,-0.141258,-0.667982,10.311827,0.021548,1.620875,2664818
-9.136273,-0.040701,-0.385466,10.323798,0.019154,1.587356,2664824
-9.215282,0.007183,-0.316035,10.357317,0.019154,1.450886,2664831
-9.260772,0.057461,-0.237026,10.362105,-0.007183,1.23062,2664837
-9.406818,0.181959,-0.143652,10.441113,-0.105345,1.089362,2664844
-9.425972,0.270545,-0.07422,10.359711,-0.208296,0.981623,2664850
-9.485827,0.335188,0.040701,10.462662,-0.275333,0.984017,2664857
-9.5385,0.428562,0.234632,10.43872,-0.301669,1.007959,2664863
-9.457097,0.316035,0.184354,10.448297,-0.227449,0.995988,2664869
-9.416395,0.385466,0.114922,10.42196,-0.227449,0.92895,2664876
-9.43076,0.282516,-0.146046,10.486604,-0.129287,1.115698,2664882
-9.334992,0.146046,-0.148441,10.460267,-0.126893,1.357512,2664889
-9.277532,0.052672,-0.258574,10.472239,-0.112527,1.553837,2664895
-9.212888,0.0,-0.347159,10.369287,-0.038307,1.460463,2664901
-9.13388,-0.160412,-0.507571,10.395624,-0.002394,1.443704,2664908
-9.047688,-0.19393,-0.481235,10.395624,0.002394,1.422156,2664914
-9.11712,-0.105345,-0.409408,10.419566,0.0,1.417367,2664920
-9.138668,-0.158017,-0.251391,10.321404,-0.071826,1.39582,2664927
-9.19134,-0.112527,-0.191536,10.386047,-0.062249,1.300052,2664933
-9.210494,0.052672,-0.143652,10.366894,-0.100556,1.189918,2664940
-9.334992,0.131681,-0.09098,10.402806,-0.124498,0.97444,2664946
-9.378088,0.263362,-0.002394,10.350134,-0.155623,1.103727,2664953
-9.519346,0.294487,0.04549,10.383653,-0.150835,1.089362,2664959
-9.607931,0.411803,0.102951,10.433931,-0.203507,1.015141,2664966
-9.531317,0.454898,0.011971,10.460267,-0.126893,1.036689,2664972
-9.55047,0.390255,-0.093374,10.472239,-0.172383,1.039083,2664979
-9.409213,0.272939,-0.205901,10.469844,-0.160412,1.180341,2664985
-9.390059,0.167594,-0.280122,10.465055,-0.153229,1.335965,2664992
-9.241618,0.059855,-0.253785,10.455479,-0.181959,1.352724,2664998
-9.244013,-0.040701,-0.311246,10.500969,-0.07422,1.35033,2665004
-9.114726,-0.126893,-0.339977,10.395624,-0.07422,1.300052,2665011
-9.066842,-0.146046,-0.416591,10.42196,-0.069432,1.405396,2665017
-9.076419,-0.19393,-0.344765,10.378864,-0.067038,1.37906,2665024
-9.138668,-0.110133,-0.272939,10.338163,-0.031125,1.371878,2665030
-9.124303,-0.02873,-0.296881,10.297462,-0.093374,1.359907,2665036
-9.215282,0.076614,-0.308852,10.333375,-0.057461,1.237802,2665043
-9.346964,0.110133,-0.126893,10.383653,-0.043096,1.177947,2665049
-9.464279,0.260968,-0.067038,10.338163,-0.047884,1.130063,2665056
-9.524135,0.320823,0.033519,10.395624,-0.134075,1.072602,2665062
-9.5385,0.387861,0.050278,10.335769,-0.169988,1.115698,2665069
-9.507375,0.414197,-0.014365,10.386047,-0.143652,1.134852,2665075
-9.509769,0.363919,-0.050278,10.433931,-0.181959,0.984017,2665081
-9.466674,0.270545,-0.026336,10.481815,-0.215478,1.13964,2665088
-9.404425,0.186748,-0.031125,10.527305,-0.155623,1.271321,2665094
-9.315839,0.038307,-0.143652,10.532093,-0.146046,1.300052,2665101
-9.174581,-0.064643,-0.366313,10.414778,-0.169988,1.357512,2665107
-9.093178,-0.102951,-0.287304,10.393229,-0.088585,1.448492,2665113
-9.119514,-0.205901,-0.378284,10.371682,-0.038307,1.525106,2665120
-9.119514,-0.11971,-0.407014,10.342952,-0.02873,1.489193,2665126
-9.131485,-0.126893,-0.354342,10.328587,-0.062249,1.486799,2665133
-9.224859,-0.033519,-0.301669,10.402806,-0.021548,1.247379,2665139
-9.275137,0.081403,-0.275333,10.335769,-0.052672,1.192312,2665145
-9.332599,0.098162,-0.162806,10.362105,-0.11971,1.237802,2665152
-9.370906,0.222661,0.011971,10.364499,-0.126893,1.197101,2665158
-9.452309,0.282516,0.064643,10.383653,-0.138864,1.031901,2665165
-9.488221,0.354342,0.064643,10.433931,-0.158017,0.97444,2665171
-9.485827,0.397437,0.071826,10.469844,-0.172383,1.007959,2665178
-9.44752,0.383072,0.071826,10.54167,-0.227449,1.09415,2665184
-9.488221,0.296881,0.011971,10.455479,-0.215478,1.106121,2665190
-9.392453,0.229843,-0.052672,10.522516,-0.177171,1.235408,2665197
-9.287108,0.086191,-0.201113,10.412383,-0.143652,1.374272,2665203
-9.248801,-0.014365,-0.292093,10.43872,-0.141258,1.491588,2665210
-9.157822,-0.040701,-0.339977,10.429143,-0.057461,1.429338,2665216
-9.13388,-0.124498,-0.3304,10.381259,-0.064643,1.496376,2665222
-9.100361,-0.143652,-0.351948,10.381259,-0.07422,1.477222,2665229
-9.143456,-0.186748,-0.349553,10.364499,-0.038307,1.410185,2665235
-9.153033,-0.100556,-0.35913,10.352529,-0.021548,1.340753,2665242
-9.208099,0.019154,-0.222661,10.34774,-0.04549,1.302446,2665248
-9.315839,0.138864,-0.160412,10.333375,-0.052672,1.233014,2665254
-9.28232,0.215478,0.019154,10.364499,-0.126893,1.189918,2665262
-9.481039,0.339977,0.007183,10.350134,-0.11971,1.060631,2665268
-9.560047,0.385466,-0.026336,10.390836,-0.131681,0.967257,2665275
-9.497798,0.402226,0.023942,10.453085,-0.191536,1.086968,2665281
-9.500193,0.407014,-0.040701,10.426748,-0.179565,1.134852,2665287
-9.397242,0.35913,-0.011971,10.371682,-0.169988,1.187524,2665294
-9.370906,0.155623,-0.071826,10.436325,-0.155623,1.199495,2665300
-9.291897,0.131681,-0.28491,10.496181,-0.203507,1.216254,2665307
-9.241618,-0.016759,-0.323217,10.527305,-0.174777,1.412579,2665313
-9.172187,-0.093374,-0.383072,10.409989,-0.172383,1.359907,2665319
-9.124303,-0.102951,-0.299275,10.45069,-0.069432,1.450886,2665326
-9.124303,-0.158017,-0.383072,10.395624,-0.079009,1.467646,2665332
-9.059659,-0.155623,-0.351948,10.402806,-0.02873,1.386243,2665339
-9.088389,-0.067038,-0.347159,10.345345,-0.023942,1.362301,2665345
-9.196129,0.071826,-0.323217,10.345345,-0.07422,1.161188,2665351
-9.301474,0.184354,-0.138864,10.364499,-0.076614,1.254562,2665358
-9.356541,0.191536,-0.069432,10.350134,-0.071826,1.211466,2665364
-9.519346,0.260968,-0.055067,10.33098,-0.067038,1.084573,2665371
-9.516952,0.390255,0.004788,10.441113,-0.143652,1.058237,2665377
-9.574412,0.363919,-0.02873,10.400413,-0.201113,1.005565,2665384
-9.512163,0.445322,0.055067,10.474632,-0.155623,1.115698,2665390
-9.40203,0.316035,0.0,10.398018,-0.241814,1.18513,2665397
-9.478644,0.246603,-0.098162,10.462662,-0.131681,1.211466,2665403
-9.344569,0.11971,-0.174777,10.460267,-0.136469,1.23062,2665409
-9.248801,0.0,-0.275333,10.469844,-0.071826,1.47004,2665416
-9.208099,-0.007183,-0.246603,10.465055,-0.081403,1.410185,2665422
-9.095572,-0.174777,-0.347159,10.429143,-0.138864,1.474828,2665429
-9.093178,-0.162806,-0.42138,10.409989,-0.110133,1.436521,2665435
-9.093178,-0.105345,-0.395043,10.357317,-0.011971,1.386243,2665441
-9.150639,-0.069432,-0.411803,10.297462,-0.023942,1.326388,2665448
-9.210494,0.047884,-0.332794,10.345345,-0.033519,1.312023,2665454
-9.296685,0.09098,-0.126893,10.314221,-0.088585,1.21386,2665461
-9.361329,0.203507,-0.093374,10.405201,-0.102951,1.039083,2665468
-9.44752,0.320823,-0.105345,10.309433,-0.122104,1.086968,2665474
-9.500193,0.320823,-0.038307,10.429143,-0.081403,1.108515,2665480
-9.485827,0.363919,0.014365,10.357317,-0.172383,1.108515,2665487
-9.548077,0.337582,0.100556,10.424355,-0.141258,1.089362,2665493
-9.459491,0.28491,0.002394,10.424355,-0.181959,1.039083,2665500
-9.428367,0.213084,-0.009577,10.45069,-0.155623,1.173159,2665506
-9.260772,0.124498,-0.198719,10.469844,-0.134075,1.264138,2665512
-9.25359,0.064643,-0.277727,10.426748,-0.146046,1.412579,2665519
-9.196129,-0.047884,-0.320823,10.433931,-0.158017,1.553837,2665525
-9.165004,-0.141258,-0.423774,10.395624,-0.107739,1.426944,2665532
-9.085996,-0.136469,-0.390255,10.405201,-0.086191,1.37906,2665538
-9.124303,-0.158017,-0.392649,10.386047,-0.047884,1.352724,2665544
-9.160215,-0.083797,-0.316035,10.424355,-0.079009,1.388637,2665551
-9.220071,0.02873,-0.241814,10.424355,-0.062249,1.331176,2665557
-9.23683,0.093374,-0.09098,10.335769,-0.055067,1.25935,2665564
-9.370906,0.169988,-0.062249,10.378864,-0.143652,1.175553,2665570
-9.349358,0.272939,-0.069432,10.345345,-0.093374,1.074997,2665577
-9.469068,0.31364,-0.016759,10.323798,-0.129287,0.993594,2665583
-9.481039,0.344765,0.026336,10.364499,-0.184354,1.106121,2665589
-9.516952,0.399832,0.069432,10.400413,-0.225055,1.144428,2665596
-9.471462,0.347159,0.02873,10.414778,-0.141258,1.122881,2665602
-9.414001,0.282516,-0.016759,10.407595,-0.105345,1.158794,2665609
-9.358934,0.141258,-0.21069,10.433931,-0.177171,1.367089,2665615
-9.272743,0.076614,-0.220267,10.457873,-0.146046,1.398214,2665621
-9.212888,0.0,-0.320823,10.469844,-0.064643,1.393425,2665628
-9.14585,-0.095768,-0.344765,10.412383,-0.102951,1.441309,2665634
-9.112331,-0.126893,-0.339977,10.445902,-0.095768,1.472434,2665641
-9.097966,-0.136469,-0.474052,10.407595,-0.117316,1.376666,2665647
-9.097966,-0.040701,-0.339977,10.338163,-0.043096,1.482011,2665653
-9.193734,-0.007183,-0.294487,10.407595,-0.076614,1.343147,2665660
-9.294291,0.09098,-0.138864,10.441113,-0.129287,1.249773,2665666
-9.303867,0.150835,-0.270545,10.371682,-0.158017,1.170765,2665673
-9.414001,0.244209,-0.079009,10.378864,-0.141258,1.137246,2665679
-9.41879,0.301669,-0.095768,10.383653,-0.105345,0.991199,2665686
-9.397242,0.301669,0.016759,10.376471,-0.079009,1.115698,2665692
-9.471462,0.361524,-0.023942,10.414778,-0.112527,1.070208,2665698
-9.459491,0.332794,-0.019154,10.424355,-0.114922,1.072602,2665705
-9.445126,0.253785,-0.07422,10.393229,-0.189142,1.165976,2665711
-9.342175,0.213084,-0.155623,10.429143,-0.167594,1.242591,2665718
-9.275137,0.110133,-0.201113,10.445902,-0.143652,1.321599,2665724
-9.19134,-0.007183,-0.248997,10.455479,-0.100556,1.307234,2665730
-9.217676,-0.071826,-0.342371,10.407595,-0.141258,1.414973,2665737
-9.126697,-0.112527,-0.445322,10.433931,-0.081403,1.407791,2665743
-9.136273,-0.172383,-0.409408,10.383653,-0.057461,1.410185,2665750
-9.160215,-0.138864,-0.349553,10.376471,-0.040701,1.438915,2665756
-9.172187,-0.055067,-0.325611,10.321404,-0.102951,1.386243,2665762
-9.255983,0.04549,-0.181959,10.357317,-0.098162,1.206678,2665769
-9.330204,0.079009,-0.155623,10.311827,-0.1652,1.158794,2665775
-9.406818,0.201113,-0.129287,10.414778,-0.09098,1.158794,2665782
-9.425972,0.258574,0.0,10.412383,-0.172383,1.16837,2665788
-9.454702,0.387861,0.086191,10.419566,-0.148441,1.089362,2665795
-9.507375,0.304064,-0.002394,10.400413,-0.174777,1.058237,2665801
-9.437943,0.306458,-0.021548,10.376471,-0.177171,1.101333,2665807
-9.40203,0.263362,-0.04549,10.412383,-0.155623,1.244985,2665814
-9.346964,0.21069,-0.114922,10.474632,-0.138864,1.254562,2665820
-9.320627,0.098162,-0.201113,10.412383,-0.162806,1.340753,2665827
-9.224859,-0.004788,-0.253785,10.42196,-0.122104,1.391031,2665833
-9.227253,-0.112527,-0.323217,10.472239,-0.026336,1.407791,2665840
-9.157822,-0.134075,-0.395043,10.340557,-0.079009,1.429338,2665846
-9.121908,-0.160412,-0.392649,10.409989,-0.067038,1.417367,2665852
-9.107543,-0.148441,-0.292093,10.376471,-0.059855,1.42455,2665859
-9.143456,-0.093374,-0.258574,10.342952,-0.011971,1.290475,2665865
-9.241618,0.064643,-0.265756,10.424355,-0.105345,1.307234,2665871
-9.318233,0.100556,-0.160412,10.395624,-0.105345,1.25935,2665878
-9.382876,0.213084,-0.169988,10.393229,-0.126893,1.127669,2665884
-9.411607,0.292093,-0.057461,10.395624,-0.081403,1.118092,2665891
-9.452309,0.306458,0.062249,10.33098,-0.112527,1.201889,2665897
-9.466674,0.323217,0.035913,10.405201,-0.136469,1.091756,2665904
-9.502586,0.306458,0.031125,10.412383,-0.100556,1.161188,2665910
-9.452309,0.280122,0.007183,10.371682,-0.19393,1.177947,2665916
-9.411607,0.234632,-0.129287,10.429143,-0.112527,1.254562,2665923
-9.296685,0.160412,-0.196325,10.383653,-0.129287,1.228225,2665929
-9.241618,0.055067,-0.292093,10.433931,-0.100556,1.369483,2665936
-9.167398,-0.057461,-0.296881,10.414778,-0.117316,1.39582,2665942
-9.129091,-0.011971,-0.387861,10.419566,-0.07422,1.321599,2665948
-9.119514,-0.143652,-0.371101,10.407595,-0.131681,1.362301,2665955
-9.155427,-0.026336,-0.272939,10.42196,-0.064643,1.331176,2665961
-31.893162,-22.527044,78.450806,12.016499,-4.417302,-78.453201,2665968
-28.05765,-23.793577,38.47961,-2.829947,-12.198458,78.450806,2665974
-16.474503,-0.976834,-78.453201,12.138602,19.287689,42.238506,2665981
-37.603333,-12.646173,78.450806,39.276878,5.166687,-78.453201,2665988
-19.120094,4.527435,78.450806,0.517148,-13.139379,6.919243,2665994
16.043545,9.536105,31.790211,-22.890963,-18.397045,-22.033838,2666000
23.429657,14.568717,27.916391,-11.259931,-19.7785,-55.107342,2666007
7.036559,15.435418,-30.063992,6.576872,-21.614853,-12.583924,2666013
-13.862428,1.75495,24.265234,16.692375,-9.885659,-12.835316,2666020
-27.54529,-18.243816,74.598534,21.14559,3.624821,23.999477,2666026
-27.983429,-27.904421,29.388826,21.818359,4.400543,-30.073568,2666033
-25.112782,-20.867863,4.13718,12.966996,2.932897,14.480132,2666039
-4.010288,-3.615245,-78.453201,0.557849,-2.181118,78.450806,2666046
8.523358,4.261679,-78.453201,3.603274,1.924938,63.719284,2666052
-9.097966,-3.74932,-15.049952,12.476185,-2.669535,78.450806,2666059
-19.64682,-5.825093,-58.322754,20.817583,-2.396596,78.450806,2666065
-27.940334,-14.884752,-26.194962,24.186226,7.790732,-59.632381,2666072
-28.378473,-15.45936,29.937098,10.670957,6.138733,-41.122807,2666078
-14.243106,0.948104,0.035913,-2.092532,-4.149151,5.05416,2666085
-5.813122,10.280702,48.5592,-7.489063,-9.837775,-19.682732,2666091
1.00317,14.43943,54.561462,-11.736377,-9.746795,-1.381454,2666098
1.747767,14.635755,2.202666,-3.655946,-4.881777,-55.722649,2666104
-11.868058,8.736442,44.493843,9.093178,-0.351948,-78.453201,2666110
-18.528727,4.46758,45.834599,13.464991,-1.568202,-30.310593,2666117
-20.025103,-2.37026,48.755524,9.878476,-3.569755,-20.898987,2666123
-14.999674,-6.081272,60.139954,2.449268,-6.622362,7.350199,2666130
-2.118869,-4.762067,-33.16927,-0.670376,-5.995081,10.517728,2666136
-1.450886,-7.115568,-66.051239,8.061277,0.629675,2.916138,2666143
-12.083536,-7.580042,-45.01099,15.746665,0.656011,72.716698,2666149
-15.246277,-7.778761,-40.481163,23.743298,0.502782,78.450806,2666155
-19.098547,-10.644621,-4.606444,27.406427,2.791639,37.802052,2666162
-15.421053,-13.311762,-24.41128,19.021933,2.767697,26.891674,2666168
-6.174646,-11.611878,-69.319321,11.985373,0.493206,-7.486669,2666175
-7.103596,-7.165846,-14.058752,5.207389,-5.427655,4.072537,2666181
-10.290278,0.97444,8.425196,3.521871,-10.144233,42.825085,2666187
-13.12262,4.556166,25.902868,6.845023,-6.76362,-14.441825,2666194
-14.293385,3.021482,47.17535,5.216966,-0.919373,-49.617435,2666200
-8.781932,4.288015,10.31901,3.342306,1.09415,-62.251637,2666207
-8.197746,6.14831,35.644875,3.323152,-0.938527,-67.233971,2666213
-8.750807,8.554482,61.902084,2.013524,-7.328651,-5.267244,2666219
-6.847417,8.774749,38.584953,1.565808,-7.620744,-9.600749,2666226
-7.762002,3.16274,38.759731,3.423708,-3.617639,-27.064056,2666232
-7.845799,-3.313575,-13.596671,6.971915,-0.814029,-8.087613,2666239
-12.138602,-8.176199,-30.08075,13.752295,2.949656,-10.443508,2666245
-19.223045,-8.987833,-0.514753,15.605407,4.786009,40.655937,2666251
-19.254169,-3.402161,-18.897434,12.497733,3.452439,67.650566,2666258
-12.758701,-2.32477,-32.158916,11.949461,2.341529,37.596149,2666264
-6.524199,-4.802769,-51.671661,11.722012,1.604115,28.874073,2666271
-6.43322,-6.121974,-63.589996,12.674904,-0.014365,25.708939,2666277
-14.06354,-6.631939,-16.357185,15.31092,-0.361524,19.713858,2666284
-19.524715,-5.880159,13.364434,14.851233,-0.960075,24.408886,2666290
-16.838421,-2.904167,11.99495,10.783484,-1.187524,-11.336545,2666297
-10.208876,0.311246,17.719486,3.514688,-3.790021,-43.758823,2666303
-2.070984,5.497087,9.809045,-0.220267,-6.909666,-32.276234,2666310
-1.347936,8.937555,23.863008,1.810017,-8.121132,-31.986534,2666316
-6.241684,7.795521,55.574211,6.086061,-6.859388,-15.995662,2666323
-8.640674,4.206613,39.554607,9.155427,-3.406949,-23.841461,2666329
